Title,Year,Rating,Box Office,Category
Movie A,1998,2.0,79403902.23,Comedy
Movie E,1991,5.6,706654372.09,Crime
Movie E,2012,4.4,30006573.56,Comedy
Movie E,1991,7.7,372843475.24,Action
Movie D,1987,5.3,790855952.48,Drama
Movie C,1996,1.5,428485308.49,Crime
Movie D,2010,5.9,245780925.67,Action
Movie E,2005,7.9,698061507.79,Action
Movie E,2018,5.8,55109905.48,Drama
Movie D,1994,7.8,641713749.99,Crime
Movie E,2022,4.4,716051886.07,Drama
Movie D,1999,4.7,513405385.83,Crime
Movie B,2023,6.9,19691700.27,Comedy
Movie E,2017,9.1,404187407.27,Crime
Movie B,2019,3.3,940687447.68,Action
Movie E,2012,7.3,317647633.54,Comedy
Movie C,1994,5.7,558766377.83,Drama
Movie D,1994,7.2,617897266.54,Action
Movie B,1994,8.3,450451034.42,Romance
Movie A,1988,9.8,676680458.35,Action
Movie D,2020,4.7,971738866.95,Comedy
Movie E,2014,8.6,433161211.77,Crime
Movie A,1981,8.7,787003802.38,Romance
Movie E,1994,7.1,2149713.19,Action
Movie E,2022,7.7,447240235.06,Drama
Movie D,1989,5.3,427037123.93,Romance
Movie C,1994,1.6,382453825.79,Drama
Movie E,2015,3.6,204272939.81,Crime
Movie A,1994,2.8,326083586.73,Crime
Movie A,1984,8.8,372843475.24,Crime
Movie A,2009,7.3,340693825.59,Romance
Movie C,1990,2.0,971513524.86,Crime
Movie C,2006,9.4,830173883.6,Action
Movie E,1992,8.2,46686172.44,Comedy
Movie E,1987,5.3,635037073.98,Drama
Movie D,1986,2.3,890221861.26,Drama
Movie E,2000,4.0,537920176.47,Drama
Movie C,1991,6.9,568982740.28,Action
Movie A,1999,8.0,129349504.43,Action
Movie A,2023,8.4,573024493.97,Romance
Movie A,1997,4.1,145586209.96,Drama
Movie D,2014,2.4,259594479.33,Romance
Movie E,1990,8.8,898983717.84,Comedy
Movie A,1991,5.3,405854827.21,Comedy
Movie B,1995,8.4,869860468.43,Action
Movie A,1991,8.9,14533273.86,Crime
Movie E,1985,1.8,563313162.36,Action
Movie E,1985,9.8,828605399.66,Crime
Movie E,2022,6.4,582652816.3,Drama
Movie E,2016,1.7,417273104.77,Action
Movie A,1981,8.3,233226919.41,Romance
Movie B,2019,8.4,869300098.0,Romance
Movie B,2003,7.0,431146958.51,Comedy
Movie D,1989,5.7,771911700.86,Romance
Movie C,2020,9.8,256147207.8,Action
Movie D,2004,9.9,992267372.78,Romance
Movie E,2004,9.0,101916919.59,Comedy
Movie D,1992,5.5,872863131.58,Drama
Movie E,1985,7.5,846636002.5,Crime
Movie D,2004,5.7,732356784.41,Action
Movie B,2018,5.8,146276830.62,Romance
Movie E,2017,4.8,11170787.07,Romance
Movie B,1997,3.2,794080491.61,Crime
Movie B,2015,8.5,609392393.51,Romance
Movie B,2010,2.1,121673085.05,Drama
Movie D,1989,9.9,673065563.89,Action
Movie D,1981,9.8,141950001.5,Action
Movie A,2012,3.0,994321330.01,Action
Movie B,2014,6.8,950250803.98,Comedy
Movie E,1984,9.9,693379369.3,Drama
Movie D,2021,9.0,81035698.54,Crime
Movie E,1991,1.5,274063167.18,Drama
Movie C,2019,4.0,354000970.55,Action
Movie E,1989,10.0,37854351.33,Action
Movie D,2014,1.4,814170969.28,Comedy
Movie D,1989,9.0,102313513.79,Comedy
Movie A,2020,2.7,534851304.84,Crime
Movie E,1987,9.3,816035076.9,Drama
Movie E,2008,5.9,639446900.68,Drama
Movie C,1999,2.9,486955048.06,Comedy
Movie D,1993,9.5,562997367.29,Romance
Movie C,1990,8.2,272988163.17,Comedy
Movie A,2010,1.6,843075683.24,Drama
Movie D,2009,6.1,133826465.84,Romance
Movie B,1984,4.3,939413458.27,Crime
Movie D,1982,4.1,351010195.94,Crime
Movie A,2020,6.8,206585044.93,Comedy
Movie C,2016,5.8,836059658.58,Crime
Movie A,2011,5.7,45413313.27,Comedy
Movie E,2003,1.7,464879066.98,Action
Movie C,1982,2.0,156561031.11,Romance
Movie A,2017,3.6,779664942.27,Action
Movie D,1993,8.8,789878426.98,Crime
Movie A,2003,9.0,124622189.18,Romance
Movie B,2023,5.4,372864290.39,Romance
Movie E,2006,1.5,149652152.56,Romance
Movie A,2015,5.6,476552422.04,Action
Movie E,1982,8.7,735407145.67,Crime
Movie A,2013,4.7,242491129.57,Comedy
Movie A,1998,1.8,524380006.78,Comedy
Movie B,1992,2.9,930149472.16,Action
Movie D,1983,3.1,367006050.29,Drama
Movie A,1999,8.6,559180130.68,Action
Movie C,2002,1.3,586727361.6,Comedy
Movie B,2021,6.1,947022510.79,Action
Movie B,1998,2.6,990492175.29,Comedy
Movie A,1990,2.8,541206833.21,Romance
Movie A,1988,4.6,367383547.5,Drama
Movie E,2004,4.7,15467842.43,Drama
Movie B,1989,2.8,654412729.72,Crime
Movie B,2009,6.6,349339632.48,Action
Movie C,1998,4.7,738842630.34,Drama
Movie E,1983,5.1,619029956.0,Crime
Movie C,2017,1.1,292369721.24,Comedy
Movie C,1985,7.3,108203510.43,Comedy
Movie B,1992,8.7,767486717.17,Drama
Movie E,2001,8.2,440691961.53,Drama
Movie D,1990,4.1,889738481.28,Comedy
Movie B,1984,1.5,524380006.78,Romance
Movie B,1981,7.6,57230690.39,Action
Movie C,2001,1.7,85482335.47,Comedy
Movie B,1981,8.4,688901842.22,Drama
Movie A,2014,3.3,748885111.83,Drama
Movie E,1983,9.9,446670151.53,Romance
Movie E,1982,7.6,915400144.83,Comedy
Movie C,1985,8.1,968404697.03,Drama
Movie C,2022,7.2,184458960.97,Crime
Movie B,2004,8.8,59853495.61,Action
Movie E,2002,4.4,608183421.59,Crime
Movie C,1990,2.2,960443881.11,Crime
Movie C,2022,7.7,938215880.23,Comedy
Movie C,2003,7.4,480584713.18,Crime
Movie A,1980,3.6,676560970.36,Drama
Movie D,1997,5.3,832524843.45,Crime
Movie E,2001,3.6,942355813.93,Drama
Movie D,1985,6.6,276029552.65,Drama
Movie D,2003,9.7,857551376.58,Romance
Movie E,1997,6.2,352344122.61,Romance
Movie C,1995,4.1,986969572.34,Comedy
Movie E,2006,3.7,895718399.48,Drama
Movie A,2012,7.5,451284421.89,Comedy
Movie C,1988,1.4,2793179.1,Action
Movie A,1993,3.4,531518209.43,Romance
Movie D,2002,9.1,286938840.76,Romance
Movie B,2022,5.7,484275924.63,Comedy
Movie E,1997,4.2,718774898.66,Action
Movie C,2015,2.0,791725262.74,Romance
Movie A,2017,3.0,608183421.59,Romance
Movie D,1997,7.3,221557852.3,Comedy
Movie E,1981,8.9,443087926.95,Comedy
Movie B,1990,6.1,773852788.69,Comedy
Movie B,1987,1.4,831835877.33,Action
Movie C,1991,6.0,734487944.4,Drama
Movie D,2004,9.0,944426221.25,Crime
Movie B,2003,6.0,273127540.96,Comedy
Movie C,2005,1.4,887329956.6,Comedy
Movie A,2008,8.5,845495275.84,Action
Movie A,1988,7.4,529643224.96,Crime
Movie A,2002,4.8,840064770.43,Romance
Movie D,1998,6.7,118022094.62,Action
Movie A,1993,3.2,11347777.26,Drama
Movie E,1994,8.7,510729110.42,Action
Movie A,1989,6.8,883977938.91,Romance
Movie E,1991,5.8,646493751.3,Romance
Movie B,2011,3.9,153251605.84,Action
Movie B,2012,9.6,964520897.03,Drama
Movie D,1998,8.8,738961721.84,Romance
Movie D,2015,4.4,644255637.03,Comedy
Movie D,2006,2.4,379219862.11,Crime
Movie E,1991,7.2,992255097.13,Drama
Movie D,2018,5.7,730384583.67,Comedy
Movie D,2013,8.2,531065793.78,Crime
Movie C,1992,6.3,555632766.54,Crime
Movie B,1991,10.0,320143838.07,Drama
Movie C,2021,3.6,786680352.44,Comedy
Movie E,1990,1.4,94353460.27,Romance
Movie A,2012,8.0,755757622.05,Drama
Movie A,1995,3.1,571320570.03,Romance
Movie A,2001,3.9,945036311.69,Action
Movie A,1997,5.5,199885560.9,Drama
Movie D,2009,7.3,775081454.84,Comedy
Movie D,1991,2.8,126567338.85,Romance
Movie B,2002,7.0,226603527.16,Comedy
Movie B,1997,2.7,958579134.34,Action
Movie D,2020,6.6,738570389.59,Crime
Movie A,2010,1.2,801093749.65,Crime
Movie E,2012,4.9,466878111.59,Romance
Movie B,2006,4.7,690929128.18,Comedy
Movie A,1980,3.6,521026064.67,Romance
Movie A,1997,6.0,399820728.49,Crime
Movie C,2018,2.3,691404862.12,Crime
Movie A,1986,2.4,537978526.31,Action
Movie B,1986,6.2,323994250.79,Action
Movie D,1996,3.7,305036660.52,Drama
Movie C,1989,3.6,976191751.4,Action
Movie C,1981,6.2,736732076.47,Romance
Movie C,1983,9.2,116695615.11,Romance
Movie C,2010,1.2,539314605.39,Crime
Movie C,1990,6.3,644738267.2,Comedy
Movie B,1993,3.9,218927336.33,Comedy
Movie E,1988,9.2,269481856.93,Comedy
Movie C,2019,6.0,31570576.64,Drama
Movie E,1990,2.0,161361566.56,Comedy
Movie B,2008,8.4,531958354.65,Crime
Movie B,2000,6.4,608378420.73,Drama
Movie B,1992,6.8,678474567.1,Romance
Movie A,1989,7.5,115604330.14,Comedy
Movie E,1994,2.0,90484863.43,Action
Movie B,2019,1.6,510587531.69,Crime
Movie D,1985,9.9,946041395.99,Drama
Movie C,2007,8.2,301648675.32,Crime
Movie C,1981,5.0,455821157.04,Action
Movie B,1989,4.2,891574527.03,Comedy
Movie E,1984,7.8,709485663.75,Romance
Movie C,1989,1.0,239329108.35,Action
Movie D,1988,2.9,920024739.67,Crime
Movie E,1983,7.3,427308581.39,Drama
Movie E,2007,1.6,982916509.83,Romance
Movie D,1991,6.6,758690474.93,Action
Movie B,1994,3.6,659160925.09,Crime
Movie B,1985,7.9,340943622.47,Comedy
Movie C,1982,7.4,642684780.27,Comedy
Movie D,2010,1.2,19691700.27,Action
Movie C,2019,5.7,413262885.77,Drama
Movie E,2001,2.6,578932030.03,Action
Movie C,2018,5.8,924783326.75,Comedy
Movie A,1981,1.9,190769014.06,Action
Movie D,2004,9.7,446151052.46,Action
Movie E,2021,3.5,807807711.41,Drama
Movie C,1989,8.3,188756436.2,Crime
Movie C,2018,5.1,38724557.7,Crime
Movie C,2000,1.2,632860923.94,Action
Movie A,2020,7.5,972870201.98,Action
Movie C,2022,2.9,777876409.71,Drama
Movie C,1993,2.1,476313926.65,Comedy
Movie C,1981,9.6,535213432.12,Drama
Movie C,1985,2.1,394818870.12,Action
Movie B,2006,6.7,161462227.49,Romance
Movie C,1996,1.2,277937367.19,Comedy
Movie A,2007,1.9,502200554.74,Comedy
Movie B,2008,1.9,807232204.84,Comedy
Movie A,1998,2.9,249323908.99,Romance
Movie C,1992,5.6,88340321.98,Comedy
Movie B,2015,6.0,345423459.82,Romance
Movie C,1992,6.9,274799183.21,Comedy
Movie B,2001,1.1,508189261.62,Action
Movie E,1987,5.7,844635309.66,Romance
Movie C,1985,3.9,60900185.45,Crime
Movie B,1995,2.8,216220890.74,Drama
Movie C,2014,4.9,889965365.73,Drama
Movie D,1999,5.3,146012794.29,Crime
Movie D,2001,4.3,712732818.05,Romance
Movie A,2018,9.0,145586209.96,Action
Movie B,2002,9.9,987311424.12,Comedy
Movie A,2000,4.7,60980062.08,Romance
Movie A,2014,6.8,114182580.14,Romance
Movie C,2001,9.9,722928999.89,Drama
Movie B,1985,9.1,669634415.19,Comedy
Movie A,2011,9.5,214882375.29,Romance
Movie D,1990,7.1,49954630.27,Romance
Movie C,2017,6.3,268844091.09,Romance
Movie E,2013,3.1,948297302.46,Romance
Movie A,1997,2.4,676966422.05,Crime
Movie D,2005,5.4,371289659.55,Romance
Movie D,2022,2.2,531194676.35,Action
Movie B,2008,4.7,282557593.85,Romance
Movie B,1987,4.4,589493446.59,Action
Movie E,2001,4.2,767213477.79,Crime
Movie D,1996,6.0,224624862.81,Romance
Movie E,2009,5.8,751512315.43,Comedy
Movie E,2015,5.8,152530241.68,Romance
Movie D,2016,9.5,648922957.25,Romance
Movie A,2011,6.7,430555147.8,Action
Movie A,2021,7.3,147716075.98,Crime
Movie A,1997,6.9,949295405.42,Drama
Movie E,1990,7.9,692132872.57,Action
Movie E,2023,6.3,691657086.52,Action
Movie C,1999,5.8,806706311.17,Romance
Movie A,1998,4.2,3529382.52,Romance
Movie B,1987,3.8,958580438.7,Comedy
Movie A,1994,8.5,922173766.25,Action
Movie C,2006,9.9,889658328.4,Drama
Movie D,2004,8.7,918963357.15,Comedy
Movie A,2007,8.6,500671208.07,Comedy
Movie A,1999,9.5,265043940.58,Action
Movie E,1987,2.4,916286342.43,Action
Movie A,1988,5.7,73561041.11,Crime
Movie B,2012,8.0,564956604.26,Action
Movie C,1991,7.0,924845204.98,Romance
Movie A,2005,6.4,414917144.69,Action
Movie A,2009,4.7,55424252.84,Comedy
Movie D,2011,6.1,323001397.89,Drama
Movie B,2017,3.2,560665716.05,Action
Movie C,2004,1.4,326083586.73,Drama
Movie E,2002,6.8,648274864.09,Crime
Movie A,1994,6.8,775051266.91,Drama
Movie A,2009,3.6,599410661.91,Action
Movie A,1980,4.7,253109937.73,Romance
Movie D,2015,8.9,703354436.66,Romance
Movie C,1982,8.7,480964935.4,Action
Movie D,2017,9.1,593928212.21,Drama
Movie D,1981,4.1,603592920.49,Crime
Movie E,1983,2.9,379687652.68,Romance
Movie A,1996,1.7,845930514.25,Comedy
Movie D,1988,10.0,30368249.43,Drama
Movie E,2015,6.9,131683332.84,Drama
Movie B,2004,4.4,970252436.53,Romance
Movie A,2011,3.5,259154478.94,Crime
Movie E,2015,9.9,587441269.74,Comedy
Movie A,2009,8.5,843716377.55,Comedy
Movie B,2003,5.2,665521585.39,Crime
Movie D,1990,8.4,95630241.34,Action
Movie E,2002,5.1,311808266.9,Comedy
Movie D,2008,1.2,530258546.89,Drama
Movie E,2006,3.3,107173279.11,Romance
Movie D,2014,4.1,625430339.81,Action
Movie C,2008,9.6,214412608.82,Action
Movie B,2022,2.4,649940006.11,Crime
Movie D,1981,2.9,981355164.49,Drama
Movie C,2003,1.7,71923179.7,Comedy
Movie A,1989,5.1,65672309.44,Crime
Movie E,2006,1.2,268301768.92,Drama
Movie D,2022,2.6,216897992.62,Romance
Movie E,1999,8.6,697038972.21,Crime
Movie D,2005,7.2,337381347.55,Action
Movie D,2009,5.2,545960608.63,Action
Movie A,1989,9.2,910107824.31,Crime
Movie D,1989,9.2,835127576.08,Crime
Movie E,2016,6.0,649286352.85,Action
Movie C,1980,9.5,640766208.44,Action
Movie E,2020,4.7,724400998.09,Comedy
Movie A,2016,9.3,779922737.43,Crime
Movie D,2003,8.0,21841996.48,Action
Movie C,2001,3.3,262681538.48,Comedy
Movie A,1991,3.1,174737448.81,Action
Movie A,2005,7.6,184957146.4,Action
Movie B,1992,6.0,663405922.68,Action
Movie B,2013,5.9,936899332.96,Romance
Movie A,2003,4.9,565673569.52,Romance
Movie A,2018,6.8,185767640.35,Crime
Movie B,1982,2.9,748863773.78,Romance
Movie D,2023,9.8,778349073.42,Romance
Movie B,2021,2.3,584267555.13,Action
Movie B,2007,5.4,478647820.97,Drama
Movie D,1991,3.2,831557073.38,Action
Movie C,1998,2.8,705782225.03,Comedy
Movie E,2023,6.2,420801687.1,Comedy
Movie A,2005,1.2,74753160.98,Action
Movie A,1980,4.0,491722549.33,Action
Movie E,2020,8.2,458414886.2,Comedy
Movie C,2010,9.3,878651094.55,Crime
Movie A,2019,1.9,944079311.16,Romance
Movie A,1999,7.6,341346725.7,Romance
Movie B,2010,9.2,240565931.07,Drama
Movie A,2011,2.2,80540306.13,Drama
Movie A,2016,3.4,919962674.69,Action
Movie D,2022,5.2,470167790.1,Action
Movie B,2020,4.9,765308164.39,Action
Movie E,1998,3.4,294441396.55,Comedy
Movie E,2004,2.9,850092521.75,Drama
Movie D,1988,2.4,713686508.28,Crime
Movie C,1981,6.0,341039326.97,Drama
Movie E,2008,8.0,88835875.24,Action
Movie A,1984,3.4,28182132.4,Crime
Movie C,2022,9.9,210517682.58,Drama
Movie A,2004,1.8,61487010.87,Comedy
Movie C,1990,4.9,992216486.92,Crime
Movie E,2019,9.9,408324817.32,Crime
Movie A,2018,4.0,997715112.6,Romance
Movie D,2009,7.7,1386844.28,Crime
Movie A,1999,7.1,896832890.88,Action
Movie C,2008,5.9,29894545.39,Romance
Movie B,2000,7.6,519410182.32,Comedy
Movie E,1996,5.5,779058186.53,Action
Movie E,2005,3.9,958501595.9,Drama
Movie C,2005,4.5,247420301.14,Comedy
Movie A,2010,3.4,432979296.53,Crime
Movie D,1989,7.0,489170081.72,Romance
Movie C,1996,8.5,802907876.84,Comedy
Movie C,1980,9.5,252985602.51,Romance
Movie D,2017,8.6,867630237.68,Romance
Movie C,2009,5.2,489566269.84,Romance
Movie E,1984,1.4,973080584.98,Comedy
Movie E,1992,4.7,775023449.07,Drama
Movie E,1987,9.8,333763315.52,Romance
Movie A,1992,2.9,127716255.23,Crime
Movie C,2021,2.8,281524672.19,Romance
Movie A,1991,9.7,226311352.74,Drama
Movie B,1989,9.6,356202287.98,Crime
Movie A,2023,7.0,748940503.32,Action
Movie A,1999,7.9,586013555.14,Comedy
Movie E,2012,9.7,616700947.14,Crime
Movie D,2020,5.5,915113437.94,Crime
Movie D,1996,5.5,713507658.5,Drama
Movie B,2018,9.3,190769014.06,Action
Movie A,1985,1.9,729776373.59,Romance
Movie E,2022,3.2,427046000.43,Romance
Movie E,2020,5.6,879327541.88,Comedy
Movie E,2005,9.9,143081729.43,Romance
Movie A,2001,9.6,637590031.09,Crime
Movie A,2013,4.9,63969208.99,Comedy
Movie A,2000,1.2,471342146.59,Drama
Movie B,1992,3.4,722404521.09,Crime
Movie B,2019,4.2,21870598.9,Romance
Movie A,1986,9.1,745837088.71,Romance
Movie A,1996,4.3,480008434.33,Drama
Movie A,1995,4.1,478708319.13,Drama
Movie A,1997,1.3,326385172.98,Comedy
Movie C,2012,6.2,661797897.82,Comedy
Movie C,2019,2.8,247420301.14,Crime
Movie C,1995,4.4,388299974.48,Crime
Movie C,1989,9.2,268753935.03,Crime
Movie D,2018,4.7,779633868.41,Action
Movie C,1983,7.2,374140426.21,Action
Movie A,1987,1.9,453611329.79,Comedy
Movie A,1987,3.8,430207376.75,Comedy
Movie D,2003,4.3,659847955.53,Action
Movie D,2005,1.0,577542626.69,Romance
Movie E,1997,3.3,654130610.51,Drama
Movie E,1994,2.0,296240708.72,Action
Movie A,2002,6.1,332021808.23,Romance
Movie E,1980,6.5,545571055.94,Action
Movie C,2021,8.1,696214847.95,Drama
Movie E,1983,7.8,985702984.81,Crime
Movie A,2003,6.7,13795781.01,Action
Movie A,1999,5.8,270287769.4,Romance
Movie D,2006,5.8,439880956.27,Crime
Movie D,2023,8.2,29894545.39,Crime
Movie E,2005,4.3,96653160.89,Romance
Movie D,1986,5.0,957103617.35,Crime
Movie D,2016,1.8,370002128.65,Comedy
Movie A,2016,5.5,714066929.75,Drama
Movie B,2023,2.1,826303500.71,Comedy
Movie A,1993,3.5,188033876.52,Action
Movie B,2000,7.9,414500154.03,Action
Movie A,1996,7.8,112070577.42,Action
Movie D,1994,5.1,831482208.36,Drama
Movie C,1996,2.1,49976711.88,Drama
Movie C,1991,6.7,703515082.1,Drama
Movie C,2011,1.1,188876137.84,Drama
Movie A,2013,1.7,289414101.34,Action
Movie D,1994,3.9,926789315.65,Action
Movie B,2021,5.5,740517062.5,Romance
Movie C,2020,5.1,920451717.92,Comedy
Movie A,2023,7.3,118519697.41,Crime
Movie A,2011,5.1,741522328.09,Action
Movie D,2018,3.3,141148337.03,Crime
Movie A,1981,8.3,986120146.78,Comedy
Movie E,1981,2.5,16235185.97,Crime
Movie A,1994,1.7,179007881.24,Romance
Movie E,2000,9.9,2863015.97,Crime
Movie C,2003,4.2,994621985.15,Action
Movie C,2021,2.1,801694972.8,Action
Movie E,2004,5.1,897711654.89,Comedy
Movie B,2008,1.1,215198080.03,Comedy
Movie C,2012,1.9,520974222.17,Action
Movie C,1998,4.3,424249826.95,Drama
Movie D,2000,5.1,61090577.78,Comedy
Movie B,2020,8.0,592080041.67,Crime
Movie B,2008,7.7,144820129.41,Drama
Movie C,2019,5.9,184458960.97,Comedy
Movie D,1999,1.1,369815784.51,Action
Movie E,2006,8.7,945281496.18,Crime
Movie D,1999,1.9,400281869.25,Drama
Movie C,1999,6.6,150983152.19,Comedy
Movie D,2016,9.9,829650848.57,Drama
Movie E,1990,3.9,159047093.59,Action
Movie B,1992,7.9,991759845.96,Crime
Movie B,1995,3.9,523164922.39,Comedy
Movie C,2023,6.8,239408430.77,Crime
Movie A,2011,6.4,100467747.87,Romance
Movie A,2011,7.8,885245358.53,Action
Movie D,2003,6.6,109889242.36,Crime
Movie E,2022,6.9,922542970.69,Comedy
Movie E,2023,2.1,968990103.98,Comedy
Movie A,2006,3.2,216498878.82,Crime
Movie D,1989,6.4,352518390.66,Action
Movie C,1999,4.1,985630178.27,Crime
Movie E,1983,8.7,563524476.07,Romance
Movie C,1996,6.3,955166760.12,Comedy
Movie D,2006,8.4,681041556.08,Romance
Movie B,2012,3.5,960806376.88,Comedy
Movie E,2021,8.3,117039156.53,Action
Movie B,2015,2.2,247328597.84,Drama
Movie A,1981,6.6,616700947.14,Crime
Movie B,2019,8.8,466176620.51,Comedy
Movie E,1991,2.2,589111557.07,Romance
Movie E,1992,4.7,153998798.0,Drama
Movie A,2010,5.6,224469347.93,Comedy
Movie A,2015,6.7,181196307.36,Action
Movie C,2011,2.5,965884988.94,Romance
Movie B,1995,7.7,912658678.92,Action
Movie B,1988,1.3,38245276.32,Action
Movie C,2019,4.8,746410975.66,Action
Movie C,1993,4.2,753042300.05,Action
Movie A,2018,2.8,898551634.18,Drama
Movie B,1985,1.3,471634326.67,Crime
Movie A,1998,1.8,518177388.19,Action
Movie D,1993,7.8,80909501.91,Crime
Movie B,2009,9.7,544667206.8,Action
Movie D,1984,5.5,16802228.04,Drama
Movie D,1990,4.5,471634326.67,Comedy
Movie B,2014,2.2,789106218.37,Action
Movie A,2019,1.2,647910523.97,Comedy
Movie D,1981,6.3,928734295.84,Drama
Movie C,2013,2.1,623266290.82,Drama
Movie C,1989,2.9,780802723.69,Drama
Movie A,2003,7.3,795568159.04,Comedy
Movie D,2017,6.7,99012359.75,Comedy
Movie A,2010,2.7,647338639.36,Comedy
Movie C,1998,3.1,384483766.77,Comedy
Movie E,2017,1.7,166242473.04,Action
Movie B,2023,4.0,268328312.97,Crime
Movie D,1985,6.3,188276979.66,Comedy
Movie C,2015,5.7,448131799.21,Romance
Movie C,1988,4.5,728974622.91,Romance
Movie A,1987,9.1,327057944.32,Crime
Movie A,2008,6.3,91440861.74,Comedy
Movie E,2001,4.0,829420780.96,Crime
Movie C,2017,3.4,940070735.71,Comedy
Movie A,1983,1.5,973058618.74,Drama
Movie B,2020,4.7,701145725.85,Crime
Movie D,1982,9.6,52002513.64,Crime
Movie B,2018,2.3,624345487.8,Crime
Movie C,2022,7.2,924527507.14,Romance
Movie E,2011,2.7,124381800.28,Comedy
Movie B,2020,6.4,135242206.23,Romance
Movie D,2008,3.9,793962879.72,Romance
Movie A,1994,2.2,664301528.65,Romance
Movie A,1992,6.8,573329519.39,Crime
Movie E,2007,9.9,53030615.49,Comedy
Movie D,2019,8.2,753533291.02,Action
Movie C,1999,8.5,520344904.71,Romance
Movie E,2001,1.4,131574448.53,Comedy
Movie A,1983,9.8,151024378.8,Action
Movie A,2017,1.9,313938019.32,Romance
Movie E,2000,5.2,742344160.85,Comedy
Movie D,2010,4.3,994237046.46,Action
Movie A,2009,4.6,366264796.74,Romance
Movie A,2001,8.9,167585404.26,Comedy
Movie C,1999,4.8,768301013.59,Romance
Movie D,1998,2.4,679785847.1,Drama
Movie E,2003,2.8,215970268.82,Comedy
Movie B,1998,5.0,320187843.46,Action
Movie D,2002,2.8,107608694.14,Crime
Movie C,2011,8.8,48878873.36,Action
Movie E,2001,6.9,630276930.38,Action
Movie D,2003,8.6,948297302.46,Drama
Movie D,1997,9.8,983716664.51,Drama
Movie E,2003,5.1,178631522.52,Comedy
Movie C,2017,4.6,783850154.4,Romance
Movie E,2011,7.7,445139658.53,Crime
Movie C,2021,2.8,209238379.24,Comedy
Movie C,1983,4.7,311194966.43,Romance
Movie A,2008,2.1,886662593.97,Romance
Movie D,1997,6.3,282936260.41,Romance
Movie B,2005,8.5,20486225.75,Romance
Movie C,2008,2.8,465281720.58,Romance
Movie A,2015,4.6,822908409.96,Drama
Movie E,1998,1.1,368637850.72,Drama
Movie B,2019,7.6,796152012.89,Comedy
Movie D,2020,9.2,4477440.68,Romance
Movie D,1981,5.3,76850331.17,Action
Movie E,2000,2.3,448215697.08,Romance
Movie E,2013,3.1,750179465.6,Action
Movie C,1990,6.9,294042857.0,Romance
Movie B,1994,6.9,852172290.31,Romance
Movie B,2018,8.4,48590323.14,Romance
Movie B,2019,9.4,893863041.88,Romance
Movie E,2022,2.1,593865028.92,Action
Movie A,1989,2.9,21918381.14,Drama
Movie D,1982,8.8,564676388.79,Action
Movie D,1985,6.2,596197592.48,Drama
Movie D,2019,2.8,260956868.98,Crime
Movie E,2008,3.2,786080091.78,Romance
Movie C,2007,9.0,172813623.08,Drama
Movie A,1999,3.3,8642642.18,Comedy
Movie C,2007,3.3,941524449.6,Romance
Movie A,2021,4.4,111603304.09,Comedy
Movie C,2017,9.6,934195628.63,Comedy
Movie B,2018,4.4,418065907.87,Crime
Movie C,2010,8.6,55424252.84,Action
Movie C,2015,3.6,988012713.72,Action
Movie A,2016,5.4,873471692.58,Action
Movie B,2019,8.0,601106376.67,Drama
Movie B,1995,1.4,297297454.39,Action
Movie D,2008,7.5,729177632.33,Action
Movie C,2008,4.2,3386402.87,Romance
Movie E,1998,5.3,644747656.81,Action
Movie D,1986,4.9,710901994.41,Crime
Movie D,1992,7.5,114105105.2,Romance
Movie C,2009,6.2,482556834.62,Crime
Movie A,2015,3.3,312394139.22,Crime
Movie B,2009,1.3,125802438.64,Action
Movie E,1983,6.8,831814402.33,Comedy
Movie E,2010,2.3,464839719.82,Drama
Movie B,1982,3.1,129538321.95,Comedy
Movie C,2001,4.5,539772344.58,Action
Movie D,1980,2.9,642619730.0,Comedy
Movie C,1997,6.6,771160327.09,Comedy
Movie E,1992,8.4,281422598.48,Romance
Movie B,1984,7.3,788981223.71,Crime
Movie B,1987,4.8,14632327.46,Crime
Movie C,2012,8.4,497828985.7,Crime
Movie A,1991,6.1,87759398.71,Drama
Movie C,2023,9.3,128300620.54,Comedy
Movie B,1999,10.0,291157835.66,Comedy
Movie E,1998,8.9,59316238.65,Drama
Movie C,1992,6.5,505688165.11,Romance
Movie D,1989,1.4,438038590.95,Action
Movie B,2021,4.6,243524446.75,Action
Movie D,1989,3.8,155536410.66,Action
Movie D,1983,6.7,779192338.22,Crime
Movie D,1995,1.0,556284402.74,Comedy
Movie A,1993,5.5,756090599.18,Comedy
Movie C,1990,4.5,292821906.94,Drama
Movie A,1996,3.5,232399292.72,Romance
Movie B,2023,6.5,676256805.88,Action
Movie D,2021,9.2,574229192.29,Action
Movie A,1984,4.5,674085899.11,Drama
Movie E,2008,5.2,933063439.99,Crime
Movie C,1993,7.6,848767959.51,Drama
Movie A,1988,6.1,689827734.23,Action
Movie A,1991,5.3,81815792.42,Crime
Movie C,1982,2.8,705105861.18,Comedy
Movie A,1990,3.0,429362962.74,Crime
Movie D,2020,5.2,588686346.25,Crime
Movie E,1986,8.3,314133869.14,Action
Movie B,1981,8.9,716078445.81,Drama
Movie A,1995,3.1,969158424.69,Romance
Movie B,1989,7.5,843162834.17,Action
Movie C,2020,8.7,455151697.1,Action
Movie D,2012,6.7,696214847.95,Crime
Movie D,2006,4.1,247306080.35,Romance
Movie E,1992,6.7,462650289.77,Action
Movie D,2005,2.6,728145700.41,Drama
